Date,Gemini,GDAX,Coinbase,Kraken,Poloniex,Bitstamp
2018-03-07 01-AM,10872.23,10880,10880,10876.7,10859.01,10859.01
2018-03-07 12-AM,10696.87,10700,10700,10731.5,10723.76,10723.76
2018-03-06 11-PM,10779.02,10773.02,10773.02,10774.9,10768.2,10768.2
2018-03-06 10-PM,10770.32,10789.9,10789.9,10794.8,10799.99,10799.99
2018-03-06 09-PM,10641.94,10649.06,10649.06,10646.8,10654.99,10654.99
2018-03-06 08-PM,10693.78,10705,10705,10700.5,10696.55,10696.55
2018-03-06 07-PM,10716.36,10713.69,10713.69,10710,10712.43,10712.43
2018-03-06 06-PM,10788.01,10763.02,10763.02,10765.7,10768.61,10768.61
2018-03-06 05-PM,10945.16,10926.69,10926.69,10947.5,10950.69,10950.69
2018-03-06 04-PM,10978.01,10975.01,10975.01,10978.9,10971.18,10971.18
2018-03-06 03-PM,10974.61,10998.55,10998.55,10993.1,10985.89,10985.89
2018-03-06 02-PM,10844.86,10831.09,10831.09,10851.5,10835.1,10835.1
2018-03-06 01-PM,10929.5,10920.28,10920.28,10922.6,10928.1,10928.1
2018-03-06 12-PM,10933.05,10942.01,10942.01,10950.2,10928.31,10928.31
2018-03-06 11-AM,10926.34,10940.01,10940.01,10935.1,10935.53,10935.53
2018-03-06 10-AM,11240,11249.99,11249.99,11280,11257.86,11257.86
2018-03-06 09-AM,11249.5,11257.26,11257.26,11251.8,11263.04,11263.04
2018-03-06 08-AM,11264.65,11263.21,11263.21,11290.5,11297.99,11297.99
2018-03-06 07-AM,11279.81,11285,11285,11299,11291.98,11291.98
2018-03-06 06-AM,11294.75,11298.05,11298.05,11317.8,11306.06,11306.06
2018-03-06 05-AM,11277.89,11267.9,11267.9,11272.5,11288.78,11288.78
2018-03-06 04-AM,11249.88,11250,11250,11246.7,11247.38,11247.38
2018-03-06 03-AM,11271.09,11269.46,11269.46,11255.6,11264.99,11264.99
2018-03-06 02-AM,11287.12,11298.2,11298.2,11286.1,11290.99,11290.99
2018-03-06 01-AM,11300.01,11307.08,11307.08,11293.8,11283.99,11283.99
2018-03-06 12-AM,11400.01,11377.54,11377.54,11433.9,11419.24,11419.24
2018-03-05 11-PM,11569.06,11551.47,11551.47,11557.7,11562.53,11562.53
2018-03-05 10-PM,11563.94,11555.98,11555.98,11543,11565.34,11565.34
2018-03-05 09-PM,11574.83,11579,11579,11574.6,11593.41,11593.41
2018-03-05 08-PM,11621.93,11611,11611,11627.7,11631.35,11631.35
2018-03-05 07-PM,11644,11635.75,11635.75,11646.4,11667.43,11667.43
2018-03-05 06-PM,11478.76,11481.97,11481.97,11471.1,11504.94,11504.94
2018-03-05 05-PM,11519.49,11520,11520,11517.8,11514.24,11514.24
2018-03-05 04-PM,11499.43,11479.12,11479.12,11490.6,11505.01,11505.01
2018-03-05 03-PM,11463,11470,11470,11467.1,11479.7,11479.7
2018-03-05 02-PM,11508,11486.88,11486.88,11514.2,11519.16,11519.16
2018-03-05 01-PM,11520,11525,11525,11537.7,11541.99,11541.99
2018-03-05 12-PM,11494.53,11480.04,11480.04,11502,11498.99,11498.99
2018-03-05 11-AM,11460,11457.84,11457.84,11489,11478.47,11478.47
2018-03-05 10-AM,11451.83,11459,11459,11462.3,11437,11437
2018-03-05 09-AM,11435.42,11432.97,11432.97,11443.7,11447.79,11447.79
2018-03-05 08-AM,11514.84,11507.01,11507.01,11530,11510.1,11510.1
2018-03-05 07-AM,11522.53,11506.84,11506.84,11545,11539.1,11539.1
2018-03-05 06-AM,11511.89,11506,11506,11521.9,11512.54,11512.54
2018-03-05 05-AM,11499.99,11505.99,11505.99,11539,11511.72,11511.72
2018-03-05 04-AM,11551.01,11555.49,11555.49,11579.5,11555.89,11555.89
2018-03-05 03-AM,11498,11497.01,11497.01,11533.2,11510.97,11510.97
2018-03-05 02-AM,11450,11444.64,11444.64,11461.7,11451.89,11451.89
2018-03-05 01-AM,11450,11448.88,11448.88,11469,11455.47,11455.47
2018-03-05 12-AM,11467.19,11469.9,11469.9,11512.1,11463.27,11463.27
2018-03-04 11-PM,11385.7,11374.82,11374.82,11406.3,11367.36,11367.36
2018-03-04 10-PM,11397.96,11390,11390,11417.2,11404.12,11404.12
2018-03-04 09-PM,11457.77,11431.99,11431.99,11470.5,11442.99,11442.99
2018-03-04 08-PM,11350.89,11342.02,11342.02,11375,11345.05,11345.05
2018-03-04 07-PM,11325,11326.01,11326.01,11342,11350,11350
2018-03-04 06-PM,11121.01,11129,11129,11114.3,11108,11108
2018-03-04 05-PM,11127.61,11138.28,11138.28,11145.7,11130.42,11130.42
2018-03-04 04-PM,11132.84,11122.5,11122.5,11138.1,11129,11129
2018-03-04 03-PM,11140.02,11124.99,11124.99,11127.8,11108.05,11108.05
2018-03-04 02-PM,11182.99,11180,11180,11183.9,11194.7,11194.7
2018-03-04 01-PM,11205.86,11210,11210,11220.2,11203.99,11203.99
2018-03-04 12-PM,11128.51,11134.13,11134.13,11148.4,11147.99,11147.99
2018-03-04 11-AM,11132.97,11138.81,11138.81,11145.1,11152.21,11152.21
2018-03-04 10-AM,11223.36,11222.88,11222.88,11232.1,11233.92,11233.92
2018-03-04 09-AM,11219.69,11214.99,11214.99,11234.9,11198.48,11198.48
2018-03-04 08-AM,11149.06,11145.36,11145.36,11139.8,11139.73,11139.73
2018-03-04 07-AM,11124.9,11126.01,11126.01,11112,11116,11116
2018-03-04 06-AM,11206.15,11199.99,11199.99,11195.8,11201.65,11201.65
2018-03-04 05-AM,11214.6,11190,11190,11200.8,11201.99,11201.99
2018-03-04 04-AM,11158.51,11163,11163,11147.3,11172,11172
2018-03-04 03-AM,11306.65,11313.87,11313.87,11325,11323.01,11323.01
2018-03-04 02-AM,11370.88,11369.98,11369.98,11393.1,11392.32,11392.32
2018-03-04 01-AM,11350,11353.77,11353.77,11365,11353.9,11353.9
2018-03-04 12-AM,11433.72,11432.5,11432.5,11428,11445,11445
2018-03-03 11-PM,11394.53,11374.99,11374.99,11389,11397.64,11397.64
2018-03-03 10-PM,11290.59,11298.98,11298.98,11300.6,11304.04,11304.04
2018-03-03 09-PM,11299.32,11273.18,11273.18,11330.5,11290.73,11290.73
2018-03-03 08-PM,11465.01,11460,11460,11475,11451.99,11451.99
2018-03-03 07-PM,11449.62,11465,11465,11486.7,11458.99,11458.99
2018-03-03 06-PM,11477.97,11488.89,11488.89,11510.5,11494.01,11494.01
2018-03-03 05-PM,11444.12,11447,11447,11467,11448.96,11448.96
2018-03-03 04-PM,11464.04,11453.53,11453.53,11475,11456.43,11456.43
2018-03-03 03-PM,11410.82,11389,11389,11434.8,11414.01,11414.01
2018-03-03 02-PM,11433.39,11429.5,11429.5,11469.1,11448.66,11448.66
2018-03-03 01-PM,11390,11386.95,11386.95,11421,11395.4,11395.4
2018-03-03 12-PM,11274.94,11275,11275,11284,11278.71,11278.71
2018-03-03 11-AM,11316.01,11300,11300,11331.9,11323.32,11323.32
2018-03-03 10-AM,11308.23,11290.83,11290.83,11334,11320,11320
2018-03-03 09-AM,11328,11323.01,11323.01,11359.4,11353.34,11353.34
2018-03-03 08-AM,11300.03,11283.78,11283.78,11320,11291.38,11291.38
2018-03-03 07-AM,11329.03,11313.5,11313.5,11345.2,11333.05,11333.05
2018-03-03 06-AM,11328.95,11305.04,11305.04,11350,11314.8,11314.8
2018-03-03 05-AM,11360,11354,11354,11373.1,11354.98,11354.98
2018-03-03 04-AM,11283.37,11290,11290,11322.9,11319.81,11319.81
2018-03-03 03-AM,11300.01,11285.62,11285.62,11328,11308.79,11308.79
2018-03-03 02-AM,11197.28,11194.13,11194.13,11245.9,11206.21,11206.21
2018-03-03 01-AM,11081.62,11069.99,11069.99,11086.8,11066.84,11066.84
2018-03-03 12-AM,11027.77,11000,11000,11031.3,11029.99,11029.99
2018-03-02 11-PM,11107.6,11080.5,11080.5,11125.4,11102.02,11102.02
2018-03-02 10-PM,11014.95,11026,11026,11040.7,11026.94,11026.94
2018-03-02 09-PM,11045,11038.87,11038.87,11078.8,11061,11061
2018-03-02 08-PM,10891.77,10901,10901,10923.9,10918.98,10918.98
2018-03-02 07-PM,10920.69,10913.89,10913.89,10915,10933.67,10933.67
2018-03-02 06-PM,10891.9,10880,10880,10906.4,10913.99,10913.99
2018-03-02 05-PM,10847.13,10850.99,10850.99,10850,10852.67,10852.67
2018-03-02 04-PM,10847.79,10850,10850,10834.4,10863.99,10863.99
2018-03-02 03-PM,10784.99,10785.01,10785.01,10806.7,10788.99,10788.99
2018-03-02 02-PM,10967.28,10970.01,10970.01,10969.9,10960,10960
2018-03-02 01-PM,11013.96,11014.88,11014.88,11012.4,11020.07,11020.07
2018-03-02 12-PM,10899.83,10902.85,10902.85,10909.5,10913.99,10913.99
2018-03-02 11-AM,10921.08,10908.99,10908.99,10915.7,10913,10913
2018-03-02 10-AM,10894.3,10881.56,10881.56,10898.1,10888.99,10888.99
2018-03-02 09-AM,11104.9,11087.91,11087.91,11123.9,11099,11099
2018-03-02 08-AM,11093.38,11070.04,11070.04,11097.7,11079.99,11079.99
2018-03-02 07-AM,11097.51,11080.37,11080.37,11113.3,11095,11095
2018-03-02 06-AM,11005.75,10983.51,10983.51,11000,10989.99,10989.99
2018-03-02 05-AM,10984.41,10993,10993,11021.5,10982.99,10982.99
2018-03-02 04-AM,11102.3,11090,11090,11114.5,11090,11090
2018-03-02 03-AM,11044.86,11030.46,11030.46,11070.5,11036.33,11036.33
2018-03-02 02-AM,11150.02,11115.27,11115.27,11177,11136.02,11136.02
2018-03-02 01-AM,11031.36,11008.17,11008.17,11041.3,11016.22,11016.22
2018-03-02 12-AM,10900.95,10895.92,10895.92,10920,10903.13,10903.13
2018-03-01 11-PM,10970,10954.99,10954.99,10970,10989.73,10989.73
2018-03-01 10-PM,10944.96,10917.99,10917.99,10927.7,10928.96,10928.96
2018-03-01 09-PM,11049.43,11034,11034,11048.7,11041,11041
2018-03-01 08-PM,10899.99,10890,10890,10909,10908.48,10908.48
2018-03-01 07-PM,10930.63,10919.3,10919.3,10934,10934,10934
2018-03-01 06-PM,10845,10840.01,10840.01,10850.1,10833.36,10833.36
2018-03-01 05-PM,10745.2,10736,10736,10740,10743.66,10743.66
2018-03-01 04-PM,10705,10690.2,10690.2,10705,10718.11,10718.11
2018-03-01 03-PM,10778.76,10762.29,10762.29,10784.2,10782.6,10782.6
2018-03-01 02-PM,10765.96,10752,10752,10784.1,10770,10770
2018-03-01 01-PM,10628.6,10613.6,10613.6,10629.7,10639.95,10639.95
2018-03-01 12-PM,10655.38,10650,10650,10659.5,10654.78,10654.78
2018-03-01 11-AM,10730.37,10719,10719,10737,10739,10739
2018-03-01 10-AM,10592.77,10590,10590,10605.6,10593.17,10593.17
2018-03-01 09-AM,10618.92,10619.99,10619.99,10640.1,10630.35,10630.35
2018-03-01 08-AM,10515.55,10513.09,10513.09,10529.3,10532.99,10532.99
2018-03-01 07-AM,10386.97,10374.2,10374.2,10396.5,10400.99,10400.99
2018-03-01 06-AM,10394.91,10390.01,10390.01,10410.3,10404.1,10404.1
2018-03-01 05-AM,10427.46,10418,10418,10440.5,10448.23,10448.23
2018-03-01 04-AM,10354,10352,10352,10349.8,10347.82,10347.82
2018-03-01 03-AM,10313.28,10322,10322,10322.1,10328.77,10328.77
2018-03-01 02-AM,10414.49,10402.59,10402.59,10377.4,10410.42,10410.42
2018-03-01 01-AM,10378.47,10386.99,10386.99,10380,10388.99,10388.99
2018-03-01 12-AM,10296.86,10307.27,10307.27,10310,10314.9,10314.9
2018-02-28 11-PM,10413.31,10430,10430,10422,10409,10409
2018-02-28 10-PM,10525,10531,10531,10532,10533.04,10533.04
2018-02-28 09-PM,10634.54,10638.43,10638.43,10641.9,10659.99,10659.99
2018-02-28 08-PM,10552.42,10525,10525,10560.4,10551.25,10551.25
2018-02-28 07-PM,10470.02,10474.65,10474.65,10490,10483.3,10483.3
2018-02-28 06-PM,10435.81,10435.01,10435.01,10459.1,10447.15,10447.15
2018-02-28 05-PM,10405.35,10400,10400,10419.8,10400,10400
2018-02-28 04-PM,10507.25,10504.32,10504.32,10516.4,10496.24,10496.24
2018-02-28 03-PM,10504.61,10506.01,10506.01,10505.9,10514.87,10514.87
2018-02-28 02-PM,10468.95,10463.04,10463.04,10476,10470,10470
2018-02-28 01-PM,10415.3,10407.2,10407.2,10410.5,10410.38,10410.38
2018-02-28 12-PM,10549.98,10557,10557,10550.2,10567.9,10567.9
2018-02-28 11-AM,10579.87,10574.99,10574.99,10575.3,10582.47,10582.47
2018-02-28 10-AM,10578.92,10585.05,10585.05,10580.3,10602.99,10602.99
2018-02-28 09-AM,10507.11,10508,10508,10505.6,10493.67,10493.67
2018-02-28 08-AM,10740.01,10747.07,10747.07,10759.5,10748.51,10748.51
2018-02-28 07-AM,10819.74,10806.5,10806.5,10808.1,10803.99,10803.99
2018-02-28 06-AM,10942.7,10940,10940,10960,10940.47,10940.47
2018-02-28 05-AM,10888.76,10897.5,10897.5,10904,10907.21,10907.21
2018-02-28 04-AM,10908.9,10897.42,10897.42,10901.9,10916.11,10916.11
2018-02-28 03-AM,10675.97,10675,10675,10693.4,10675.3,10675.3
2018-02-28 02-AM,10688.89,10679,10679,10687.9,10698.87,10698.87
2018-02-28 01-AM,10649,10639.08,10639.08,10650.6,10650.41,10650.41
2018-02-28 12-AM,10562.46,10566.57,10566.57,10551,10566.3,10566.3
2018-02-27 11-PM,10729.99,10708.84,10708.84,10760,10720.01,10720.01
2018-02-27 10-PM,10767.2,10740,10740,10784.6,10762.48,10762.48
2018-02-27 09-PM,10663.43,10663.91,10663.91,10680.4,10660,10660
2018-02-27 08-PM,10673.26,10680,10680,10675.7,10666.42,10666.42
2018-02-27 07-PM,10607.69,10607.38,10607.38,10624.6,10623.6,10623.6
2018-02-27 06-PM,10563.29,10570,10570,10558.9,10577.92,10577.92
2018-02-27 05-PM,10622.3,10616.99,10616.99,10627.1,10630.83,10630.83
2018-02-27 04-PM,10576.43,10573.08,10573.08,10579.5,10576.01,10576.01
2018-02-27 03-PM,10680.55,10670,10670,10683.1,10672.52,10672.52
2018-02-27 02-PM,10848.27,10844.57,10844.57,10870.1,10850,10850
2018-02-27 01-PM,10670,10667.88,10667.88,10690.1,10678.15,10678.15
2018-02-27 12-PM,10687.58,10689.96,10689.96,10714.3,10706.99,10706.99
2018-02-27 11-AM,10632.46,10639.99,10639.99,10665,10659.42,10659.42
2018-02-27 10-AM,10725,10720,10720,10747.6,10746.26,10746.26
2018-02-27 09-AM,10686.32,10679.66,10679.66,10744,10703.71,10703.71
2018-02-27 08-AM,10620.87,10604.01,10604.01,10653.5,10631.6,10631.6
2018-02-27 07-AM,10305.33,10295,10295,10320.7,10315.69,10315.69
2018-02-27 06-AM,10320,10305.56,10305.56,10329.2,10316.52,10316.52
2018-02-27 05-AM,10302.65,10290.03,10290.03,10310.6,10293.06,10293.06
2018-02-27 04-AM,10271.72,10260.27,10260.27,10290.4,10290.48,10290.48
2018-02-27 03-AM,10164.81,10161.32,10161.32,10184,10170.01,10170.01
2018-02-27 02-AM,10195.19,10186.58,10186.58,10197.4,10208.43,10208.43
2018-02-27 01-AM,10364,10354,10354,10367.1,10369.99,10369.99
2018-02-27 12-AM,10300,10300,10300,10322.1,10324.7,10324.7
2018-02-26 11-PM,10355,10351,10351,10360,10372.02,10372.02
2018-02-26 10-PM,10380,10375.17,10375.17,10390.1,10385.43,10385.43
2018-02-26 09-PM,10267.67,10260,10260,10278.6,10320.24,10320.24
2018-02-26 08-PM,10232.6,10220.02,10220.02,10223.5,10244.98,10244.98
2018-02-26 07-PM,10230,10225,10225,10233.7,10267.98,10267.98
2018-02-26 06-PM,10189.19,10189.72,10189.72,10190,10224.95,10224.95
2018-02-26 05-PM,10191.58,10179.78,10179.78,10189.4,10196.62,10196.62
2018-02-26 04-PM,10225,10221,10221,10257.5,10243.56,10243.56
2018-02-26 03-PM,10207.33,10200,10200,10200.2,10224.69,10224.69
2018-02-26 02-PM,10120.45,10124.98,10124.98,10118,10127,10127
2018-02-26 01-PM,9899.99,9896.03,9896.03,9887.9,9888.78,9888.78
2018-02-26 12-PM,9751,9744,9744,9742.9,9753.8,9753.8
2018-02-26 11-AM,9696.83,9699.82,9699.82,9701.6,9718.35,9718.35
2018-02-26 10-AM,9481.1,9488.61,9488.61,9471.2,9491.63,9491.63
2018-02-26 09-AM,9450.08,9457.01,9457.01,9439.8,9443.78,9443.78
2018-02-26 08-AM,9489.58,9497.94,9497.94,9499.9,9493.85,9493.85
2018-02-26 07-AM,9438.54,9430.75,9430.75,9441.9,9445.65,9445.65
2018-02-26 06-AM,9637.01,9622.26,9622.26,9605.3,9628.77,9628.77
2018-02-26 05-AM,9675,9678.1,9678.1,9677.8,9689.98,9689.98
2018-02-26 04-AM,9622.46,9633.03,9633.03,9644.3,9638.97,9638.97
2018-02-26 03-AM,9731,9740,9740,9730.9,9758.16,9758.16
2018-02-26 02-AM,9728,9726.34,9726.34,9720.9,9742.38,9742.38
2018-02-26 01-AM,9575.98,9593,9593,9585.7,9601.99,9601.99
2018-02-26 12-AM,9595,9597.99,9597.99,9580,9590.04,9590.04
2018-02-25 11-PM,9686.72,9661,9661,9680,9687.32,9687.32
2018-02-25 10-PM,9603.83,9591.15,9591.15,9602.4,9598.12,9598.12
2018-02-25 09-PM,9595.02,9590.01,9590.01,9594.9,9579.42,9579.42
2018-02-25 08-PM,9492.01,9485.01,9485.01,9485.3,9491.58,9491.58
2018-02-25 07-PM,9446.39,9456.29,9456.29,9463,9455.6,9455.6
2018-02-25 06-PM,9385,9381.94,9381.94,9389.9,9373.99,9373.99
2018-02-25 05-PM,9411.21,9419.99,9419.99,9426,9392.76,9392.76
2018-02-25 04-PM,9428,9415.6,9415.6,9444.3,9398.21,9398.21
2018-02-25 03-PM,9415.16,9402,9402,9410,9392.16,9392.16
2018-02-25 02-PM,9491.91,9507.44,9507.44,9485.1,9495.99,9495.99
2018-02-25 01-PM,9519.47,9525,9525,9510.2,9523.85,9523.85
2018-02-25 12-PM,9663.56,9659.41,9659.41,9658.5,9659.2,9659.2
2018-02-25 11-AM,9658.49,9654.21,9654.21,9667,9655.68,9655.68
2018-02-25 10-AM,9617.15,9596.51,9596.51,9627,9615.01,9615.01
2018-02-25 09-AM,9615.81,9620.13,9620.13,9640.9,9611.02,9611.02
2018-02-25 08-AM,9768.94,9743.02,9743.02,9741.3,9759.99,9759.99
2018-02-25 07-AM,9797.81,9782.95,9782.95,9799.8,9784.65,9784.65
2018-02-25 06-AM,9735,9722,9722,9716,9741.91,9741.91
2018-02-25 05-AM,9731.62,9714.46,9714.46,9731.9,9727.77,9727.77
2018-02-25 04-AM,9582.74,9576.52,9576.52,9569.9,9589.79,9589.79
2018-02-25 03-AM,9611.84,9625.11,9625.11,9620,9620,9620
2018-02-25 02-AM,9755.56,9760,9760,9763.2,9776.99,9776.99
2018-02-25 01-AM,9636.52,9637.01,9637.01,9647.3,9632.14,9632.14
2018-02-25 12-AM,9697.21,9688.62,9688.62,9688,9689.99,9689.99
2018-02-24 11-PM,9640.2,9618.42,9618.42,9633,9630,9630
2018-02-24 10-PM,9504.9,9505.31,9505.31,9507.6,9510.01,9510.01
2018-02-24 09-PM,9398.99,9403.99,9403.99,9396.6,9414.12,9414.12
2018-02-24 08-PM,9588.81,9594,9594,9575.1,9598.19,9598.19
2018-02-24 07-PM,9580.01,9581.77,9581.77,9581.4,9570,9570
2018-02-24 06-PM,9651.41,9660,9660,9649.6,9637.66,9637.66
2018-02-24 05-PM,9800.01,9800,9800,9810,9792.65,9792.65
2018-02-24 04-PM,9756.26,9755.7,9755.7,9759.9,9750,9750
2018-02-24 03-PM,9789.89,9782.12,9782.12,9746.3,9760,9760
2018-02-24 02-PM,9709.98,9682.51,9682.51,9659,9644.99,9644.99
2018-02-24 01-PM,9834.05,9865.01,9865.01,9812.2,9807.09,9807.09
2018-02-24 12-PM,9850.01,9804.33,9804.33,9739.3,9769.87,9769.87
2018-02-24 11-AM,9803.35,9762.99,9762.99,9767.4,9765.52,9765.52
2018-02-24 10-AM,10082.14,10053.11,10053.11,10064.8,10065.62,10065.62
2018-02-24 09-AM,10053.75,10032.15,10032.15,10025.4,10053.6,10053.6
2018-02-24 08-AM,10140.84,10122.75,10122.75,10117.6,10125,10125
2018-02-24 07-AM,10220.95,10184.82,10184.82,10170.4,10211.32,10211.32
2018-02-24 06-AM,10476.62,10445.26,10445.26,10446.9,10462.96,10462.96
2018-02-24 05-AM,10453.86,10393,10393,10374.8,10413.4,10413.4
2018-02-24 04-AM,10410.1,10396.01,10396.01,10428.5,10431.34,10431.34
2018-02-24 03-AM,10443.23,10425,10425,10444,10432.89,10432.89
2018-02-24 02-AM,10360,10333.8,10333.8,10360,10350.01,10350.01
2018-02-24 01-AM,10299,10316.99,10316.99,10324.3,10313.33,10313.33
2018-02-24 12-AM,10161.62,10144.99,10144.99,10157.7,10166.1,10166.1
2018-02-23 11-PM,10149.78,10138.56,10138.56,10131.6,10161.12,10161.12
2018-02-23 10-PM,9922.01,9920,9920,9880,9922.44,9922.44
2018-02-23 09-PM,9969.91,9975,9975,9962.9,9985,9985
2018-02-23 08-PM,10049.61,10033.8,10033.8,10010.3,10036.62,10036.62
2018-02-23 07-PM,10202.99,10209.69,10209.69,10198.9,10209.77,10209.77
2018-02-23 06-PM,10107.93,10105.18,10105.18,10120,10100.01,10100.01
2018-02-23 05-PM,10085.55,10083.18,10083.18,10079.5,10114.55,10114.55
2018-02-23 04-PM,10326,10338.95,10338.95,10319.9,10324.11,10324.11
2018-02-23 03-PM,10309.34,10307.98,10307.98,10310,10327.98,10327.98
2018-02-23 02-PM,10204.28,10190,10190,10225.8,10233.86,10233.86
2018-02-23 01-PM,10198.84,10189.17,10189.17,10218.8,10210,10210
2018-02-23 12-PM,10191.07,10194.2,10194.2,10203.1,10222.45,10222.45
2018-02-23 11-AM,10019.15,10010.01,10010.01,10012.4,10016.31,10016.31
2018-02-23 10-AM,10118.07,10108.42,10108.42,10122,10102.94,10102.94
2018-02-23 09-AM,9933.84,9915,9915,9910,9927.39,9927.39
2018-02-23 08-AM,9888.88,9874.99,9874.99,9884.4,9899.99,9899.99
2018-02-23 07-AM,9848.4,9815.03,9815.03,9824.5,9849.85,9849.85
2018-02-23 06-AM,9828.68,9828.27,9828.27,9816.5,9836.21,9836.21
2018-02-23 05-AM,9853.94,9826.99,9826.99,9883.1,9847.63,9847.63
2018-02-23 04-AM,9815.34,9792.09,9792.09,9810.3,9826.33,9826.33
2018-02-23 03-AM,9726.01,9720.99,9720.99,9725,9741.66,9741.66
2018-02-23 02-AM,9730.88,9728.01,9728.01,9720.3,9740.74,9740.74
2018-02-23 01-AM,9695.2,9672.82,9672.82,9665.7,9671.07,9671.07
2018-02-23 12-AM,9829.96,9830,9830,9840.2,9843.34,9843.34
2018-02-22 11-PM,9951.01,9958.71,9958.71,9953.4,9958.62,9958.62
2018-02-22 10-PM,9927.1,9915,9915,9895,9930,9930
2018-02-22 09-PM,10105.29,10078.99,10078.99,10094.5,10099.45,10099.45
2018-02-22 08-PM,10042.57,10046,10046,10027,10050,10050
2018-02-22 07-PM,9902.28,9900.03,9900.03,9902.2,9890.02,9890.02
2018-02-22 06-PM,9848.73,9850,9850,9840,9860.94,9860.94
2018-02-22 05-PM,9940.9,9940.06,9940.06,9915.6,9935.38,9935.38
2018-02-22 04-PM,10015,10020.01,10020.01,10010,10021.84,10021.84
2018-02-22 03-PM,9920,9915,9915,9913,9920,9920
2018-02-22 02-PM,9900,9898.96,9898.96,9870.6,9905.99,9905.99
2018-02-22 01-PM,9933.09,9946.92,9946.92,9929.9,9923.65,9923.65
2018-02-22 12-PM,10268.74,10265,10265,10283.1,10255.51,10255.51
2018-02-22 11-AM,10144.01,10160,10160,10150,10141.34,10141.34
2018-02-22 10-AM,10368.1,10357.79,10357.79,10351.9,10350.97,10350.97
2018-02-22 09-AM,10453.31,10467.66,10467.66,10470,10451.9,10451.9
2018-02-22 08-AM,10640.75,10627.24,10627.24,10647.9,10641.06,10641.06
2018-02-22 07-AM,10874.63,10861.31,10861.31,10850,10872.23,10872.23
2018-02-22 06-AM,10809.09,10793,10793,10838.3,10807.73,10807.73
2018-02-22 05-AM,10728.17,10728.25,10728.25,10757.3,10736.62,10736.62
2018-02-22 04-AM,10744.57,10728.09,10728.09,10770.6,10735.1,10735.1
2018-02-22 03-AM,10747.39,10738.99,10738.99,10780.2,10724.5,10724.5
2018-02-22 02-AM,10654.17,10637.32,10637.32,10642,10620.11,10620.11
2018-02-22 01-AM,10524.22,10488.99,10488.99,10508.5,10499.95,10499.95
2018-02-22 12-AM,10475,10454.27,10454.27,10468.1,10449.4,10449.4
2018-02-21 11-PM,10494,10455,10455,10478.2,10494.8,10494.8
2018-02-21 10-PM,10300,10282.6,10282.6,10299.8,10302.57,10302.57
2018-02-21 09-PM,10388.4,10395,10395,10375.4,10398.2,10398.2
2018-02-21 08-PM,10420.44,10419.97,10419.97,10430,10407.4,10407.4
2018-02-21 07-PM,10539.31,10537.01,10537.01,10566.6,10541.33,10541.33
2018-02-21 06-PM,10540.35,10548.69,10548.69,10554.8,10536.2,10536.2
2018-02-21 05-PM,10486.72,10469,10469,10499.9,10473.61,10473.61
2018-02-21 04-PM,10594.2,10588,10588,10631.8,10598.97,10598.97
2018-02-21 03-PM,10647.26,10650,10650,10700.6,10663.99,10663.99
2018-02-21 02-PM,10733.91,10735.01,10735.01,10725.1,10747.44,10747.44
2018-02-21 01-PM,11048.16,11049,11049,11069.7,11075.29,11075.29
2018-02-21 12-PM,10952.69,10958.01,10958.01,10950.5,10955.03,10955.03
2018-02-21 11-AM,10967.58,10969.99,10969.99,10964.8,10978.7,10978.7
2018-02-21 10-AM,11185.11,11176.13,11176.13,11200,11183.51,11183.51
2018-02-21 09-AM,11052.46,11039.07,11039.07,11045.1,11062,11062
2018-02-21 08-AM,11127.64,11126.97,11126.97,11160.2,11150,11150
2018-02-21 07-AM,11070.09,11075.19,11075.19,11123.7,11094.02,11094.02
2018-02-21 06-AM,10834.55,10824.54,10824.54,10848.3,10836.98,10836.98
2018-02-21 05-AM,10755.08,10749.15,10749.15,10789,10790.77,10790.77
2018-02-21 04-AM,10902,10922.99,10922.99,10941.6,10956.3,10956.3
2018-02-21 03-AM,11050.01,11056.95,11056.95,11069.7,11096.64,11096.64
2018-02-21 02-AM,11108.01,11115,11115,11111.1,11101.02,11101.02
2018-02-21 01-AM,11084.52,11085,11085,11100,11088.43,11088.43
2018-02-21 12-AM,11206.22,11235.57,11235.57,11242.3,11233.41,11233.41
2018-02-20 11-PM,11383.01,11376.07,11376.07,11439.8,11356.54,11356.54
2018-02-20 10-PM,11701.01,11711.77,11711.77,11696,11703.41,11703.41
2018-02-20 09-PM,11749.96,11770,11770,11745.3,11741.35,11741.35
2018-02-20 08-PM,11671.14,11677,11677,11679,11676.85,11676.85
2018-02-20 07-PM,11666.34,11669,11669,11675.8,11671.91,11671.91
2018-02-20 06-PM,11668.6,11686.06,11686.06,11699.6,11681,11681
2018-02-20 05-PM,11585.65,11593.86,11593.86,11578.5,11574.77,11574.77
2018-02-20 04-PM,11508.39,11514.99,11514.99,11550.2,11522.56,11522.56
2018-02-20 03-PM,11510,11510.04,11510.04,11551.3,11515,11515
2018-02-20 02-PM,11539.49,11550.51,11550.51,11580,11531.02,11531.02
2018-02-20 01-PM,11421.81,11435,11435,11464,11433.82,11433.82
2018-02-20 12-PM,11425.07,11418.39,11418.39,11449.4,11428.8,11428.8
2018-02-20 11-AM,11394.51,11398,11398,11436.7,11402.33,11402.33
2018-02-20 10-AM,11350,11350,11350,11352.5,11346.13,11346.13
